id,title,date_earliest,date_latest,production_country,production_region,production_minting_place
36718,Ainos,-469,-463,Türkei,Thrakien,Ainos
36719,Carthago Nova,-31,14,Spanien,Hispania,Cartagena (Carthago Nova)
36720,Carthago Nova,-31,14,Spanien,Hispania,Cartagena (Carthago Nova)
36721,Carthago Nova,-31,14,Spanien,Hispania,Cartagena (Carthago Nova)
36722,Carthago Nova,-31,14,Spanien,Hispania,Cartagena (Carthago Nova)
36724,Carthago Nova,-31,14,Spanien,Hispania,Cartagena (Carthago Nova)
36725,Carthago Nova,-31,14,Spanien,Hispania,Cartagena (Carthago Nova)
36726,Carthago Nova,-27,14,Spanien,Hispania,Cartagena (Carthago Nova)
36729,Carthago Nova,-27,14,Spanien,Hispania,Cartagena (Carthago Nova)
36731,Carthago Nova,-64,-12,Spanien,Hispania,Cartagena (Carthago Nova)
36733,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36735,Carthago Nova,-64,-12,Spanien,Hispania,Cartagena (Carthago Nova)
36736,Carthago Nova,-64,-12,Spanien,Hispania,Cartagena (Carthago Nova)
36742,Ainos,-461,-458,Türkei,Thrakien,Ainos
36751,Ainos,-459,-457,Türkei,Thrakien,Ainos
36758,Ainos,-459,-457,Türkei,Thrakien,Ainos
36762,Ainos,-478,-450,Türkei,Thrakien,Ainos
36769,Ainos,-462,-460,Türkei,Thrakien,Ainos
36774,Ainos,-471,-468,Türkei,Thrakien,Ainos
36778,Ainos,-471,-468,Türkei,Thrakien,Ainos
36781,Ainos,-456,-454,Türkei,Thrakien,Ainos
36786,Ainos,-461,-458,Türkei,Thrakien,Ainos
36787,Ainos,-457,-455,Türkei,Thrakien,Ainos
36788,Carthago Nova,-42,37,Spanien,Hispania,Cartagena (Carthago Nova)
36789,Carthago Nova,-42,37,Spanien,Hispania,Cartagena (Carthago Nova)
36790,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36791,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36792,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36793,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36794,Ainos,-462,-460,Türkei,Thrakien,Ainos
36795,Ainos,-462,-460,Türkei,Thrakien,Ainos
36796,Ainos,-473,-470,Türkei,Thrakien,Ainos
36797,Ainos,-453,-450,Türkei,Thrakien,Ainos
36798,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36799,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36800,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36801,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36802,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36803,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36804,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36805,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36806,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36807,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36808,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36809,Carthago Nova,-50,23,Spanien,Hispania,Cartagena (Carthago Nova)
36810,Ainos,-451,-448,Türkei,Thrakien,Ainos
36811,Ainos,-413,-411,Türkei,Thrakien,Ainos
36812,Ainos,-412,-409,Türkei,Thrakien,Ainos
36813,Ainos,-412,-409,Türkei,Thrakien,Ainos
36814,Ainos,-412,-409,Türkei,Thrakien,Ainos
36815,Ainos,-410,-408,Türkei,Thrakien,Ainos
36816,Ainos,-408,-406,Türkei,Thrakien,Ainos
36818,Carthago Nova,-50,23,Spanien,Hispania,Cartagena (Carthago Nova)
36819,Carthago Nova,-50,23,Spanien,Hispania,Cartagena (Carthago Nova)
36820,Carthago Nova,-50,23,Spanien,Hispania,Cartagena (Carthago Nova)
36821,Carthago Nova,-50,23,Spanien,Hispania,Cartagena (Carthago Nova)
36822,Carthago Nova,-50,23,Spanien,Hispania,Cartagena (Carthago Nova)
36823,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36824,Ainos,-408,-406,Türkei,Thrakien,Ainos
36825,Ainos,-431,-429,Türkei,Thrakien,Ainos
36826,Ainos,-432,-431,Türkei,Thrakien,Ainos
36827,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36828,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36829,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36830,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36831,Ainos,-432,-431,Türkei,Thrakien,Ainos
36832,Ainos,-407,-405,Türkei,Thrakien,Ainos
36833,Ainos,-408,-406,Türkei,Thrakien,Ainos
36834,Ainos,-423,-420,Türkei,Thrakien,Ainos
36835,Ainos,-423,-420,Türkei,Thrakien,Ainos
36836,Ainos,-423,-420,Türkei,Thrakien,Ainos
36837,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36838,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36839,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36840,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36841,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36842,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36843,Ainos,-425,-422,Türkei,Thrakien,Ainos
36844,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36845,Ainos,-435,-433,Türkei,Thrakien,Ainos
36846,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36847,Carthago Nova,-63,14,Spanien,Hispania,Cartagena (Carthago Nova)
36848,Abdera,-63,14,Griechenland,Thrakien,Abdera
36849,Ainos,-410,-408,Türkei,Thrakien,Ainos
36850,Ainos,-410,-408,Türkei,Thrakien,Ainos
36851,Abdera,-63,14,Griechenland,Thrakien,Abdera
36852,Ainos,-410,-408,Türkei,Thrakien,Ainos
36853,Ainos,-427,-424,Türkei,Thrakien,Ainos
36854,Ainos,-427,-424,Türkei,Thrakien,Ainos
36855,Abdera,-63,14,Griechenland,Thrakien,Abdera
36856,Ainos,-429,-426,Türkei,Thrakien,Ainos
36857,Abdera,-10,54,Griechenland,Thrakien,Abdera
36858,Ainos,-429,-426,Türkei,Thrakien,Ainos
36859,Ainos,-429,-426,Türkei,Thrakien,Ainos
36860,Abdera,37,68,Griechenland,Thrakien,Abdera
36861,Ainos,-421,-418,Türkei,Thrakien,Ainos
36862,Ainos,-421,-418,Türkei,Thrakien,Ainos
36863,Abdera,37,68,Griechenland,Thrakien,Abdera
36864,Abdera,37,68,Griechenland,Thrakien,Abdera
36865,Ainos,-370,-367,Türkei,Thrakien,Ainos
36867,Abdera,37,68,Griechenland,Thrakien,Abdera
36868,Abdera,37,68,Griechenland,Thrakien,Abdera
36890,Imbros,-63,14,Türkei,Thrakien,Imbros
36891,Ainos,-359,-356,Türkei,Thrakien,Ainos
36893,Imbros,-63,14,Türkei,Thrakien,Imbros
36897,Imbros,-63,14,Türkei,Thrakien,Imbros
36909,Imbros,-63,14,Türkei,Thrakien,Imbros
36914,Imbros,-63,14,Türkei,Thrakien,Imbros
36918,Imbros,-63,14,Türkei,Thrakien,Imbros
36919,Ainos,-392,-389,Türkei,Thrakien,Ainos
36931,Ainos,-376,-373,Türkei,Thrakien,Ainos
36936,Ainos,-402,-399,Türkei,Thrakien,Ainos
36940,Ainos,-392,-389,Türkei,Thrakien,Ainos
36941,Osca,-63,14,Spanien,Hispania,Osca
36942,Osca,-63,14,Spanien,Hispania,Osca
36943,Osca,-63,14,Spanien,Hispania,Osca
36944,Osca,-63,14,Spanien,Hispania,Osca
36945,Osca,-63,14,Spanien,Hispania,Osca
36946,Ainos,-398,-395,Türkei,Thrakien,Ainos
36947,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36948,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36949,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36950,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36951,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36952,Ainos,-385,-383,Türkei,Thrakien,Ainos
36953,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36954,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36955,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36956,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36957,Ainos,-385,-383,Türkei,Thrakien,Ainos
36958,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36959,Ainos,-374,-371,Türkei,Thrakien,Ainos
36960,Ainos,-374,-371,Türkei,Thrakien,Ainos
36961,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36962,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36963,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36964,Bilbilis,-63,14,Spanien,Hispania,Bilbilis
36965,Ainos,-384,-382,Türkei,Thrakien,Ainos
36966,Ainos,-383,-381,Türkei,Thrakien,Ainos
36967,Ainos,-396,-393,Türkei,Thrakien,Ainos
36968,Ainos,-396,-393,Türkei,Thrakien,Ainos
36969,Ainos,-400,-397,Türkei,Thrakien,Ainos
36970,Frankreich: 2013,2013,2013,Frankreich,Gironde,Pessac
37015,Schweiz: 1935,1842,1927,Schweiz,Bern,Bern
37019,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37022,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37024,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37026,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37027,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1616,1663,Polen,Schlesien,Liegnitz (Legnica)
37029,Ainos,-365,-362,Türkei,Thrakien,Ainos
37030,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37033,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37035,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37038,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37041,"Liegnitz und Brieg: Georg III., Ludwig IV., und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37042,Ainos,-394,-391,Türkei,Thrakien,Ainos
37043,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37044,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37045,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37046,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37047,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37048,Römische Republik: Cn. Domitius Calvinus,-39,-39,Spanien,Hispania,Osca
37049,Imbros,-63,14,Türkei,Thrakien,Imbros
37050,Imbros,-63,14,Türkei,Thrakien,Imbros
37051,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37052,Römische Republik: Cn. Domitius Calvinus,-39,-39,Spanien,Hispania,Osca
37053,Imbros,-63,14,Türkei,Thrakien,Imbros
37054,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37055,Römische Republik: Cn. Domitius Calvinus,-39,-39,Spanien,Hispania,Osca
37056,"Liegnitz und Brieg: Georg III., Ludwig IV. und Christian",1618,1672,Polen,Schlesien,Liegnitz (Legnica)
37057,Ainos,-394,-391,Türkei,Thrakien,Ainos
37058,Römische Republik: Cn. Domitius Calvinus,-39,-39,Spanien,Hispania,Osca
37059,Römische Republik: Cn. Domitius Calvinus,-39,-39,Spanien,Hispania,Osca
37060,China: 1912,1866,1925,China,,
37062,Ainos,-380,-377,Türkei,Thrakien,Ainos
37063,Imbros,-63,14,Türkei,Thrakien,Imbros
37064,China: 1912,1864,1928,China,,
37065,Imbros,-63,14,Türkei,Thrakien,Imbros
37066,China: 1912,1864,1928,China,,
37067,Imbros,-63,14,Türkei,Thrakien,Imbros
37069,Ainos,-380,-377,Türkei,Thrakien,Ainos
37072,Imbros,-63,14,Türkei,Thrakien,Imbros
37086,Ainos,-392,-389,Türkei,Thrakien,Ainos
37092,Ainos,-402,-399,Türkei,Thrakien,Ainos
37101,Ainos,-386,-384,Türkei,Thrakien,Ainos
37102,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37104,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37106,Ainos,-385,-383,Türkei,Thrakien,Ainos
37109,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37110,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37112,Ainos,-383,-381,Türkei,Thrakien,Ainos
37113,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37116,Ainos,-396,-393,Türkei,Thrakien,Ainos
37117,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37119,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37123,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37124,Ainos,-396,-393,Türkei,Thrakien,Ainos
37125,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37128,Ainos,-361,-358,Türkei,Thrakien,Ainos
37129,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37133,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37135,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37137,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37141,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37145,Ainos,-361,-358,Türkei,Thrakien,Ainos
37148,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37150,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37151,Ainos,-363,-360,Türkei,Thrakien,Ainos
37152,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37155,Ainos,-400,-397,Türkei,Thrakien,Ainos
37156,Sestos,-63,14,Türkei,Thrakien,Sestos
37157,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37159,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37160,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37161,Sestos,-63,14,Türkei,Thrakien,Sestos
37163,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37164,Sestos,-63,14,Türkei,Thrakien,Sestos
37165,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37166,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37167,Ainos,-394,-391,Türkei,Thrakien,Ainos
37168,Sestos,-10,54,Türkei,Thrakien,Sestos
37170,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37171,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37172,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37173,Ainos,-380,-377,Türkei,Thrakien,Ainos
37175,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37177,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37178,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37179,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37180,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37181,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37182,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37183,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37184,Sestos,37,68,Türkei,Thrakien,Sestos
37185,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37186,Sestos,37,68,Türkei,Thrakien,Sestos
37187,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37188,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37189,Calagurris,-63,14,Spanien,Hispania,Calagurris (Calahorra)
37190,Lepida,-44,-36,Spanien,Hispania,Celsa
37191,Lepida,-44,-36,Spanien,Hispania,Celsa
37192,Lepida,-44,-36,Spanien,Hispania,Celsa
37193,Lepida,-44,-36,Spanien,Hispania,Celsa
37194,Lepida,-44,-36,Spanien,Hispania,Celsa
37195,Lepida,-44,-36,Spanien,Hispania,Celsa
37196,Lepida,-44,-36,Spanien,Hispania,Celsa
37197,Lepida,-44,-36,Spanien,Hispania,Celsa
37199,Lepida,-44,-36,Spanien,Hispania,Celsa
37201,Lepida,-44,-36,Spanien,Hispania,Celsa
37202,Lepida,-44,-36,Spanien,Hispania,Celsa
37204,Lepida,-44,-36,Spanien,Hispania,Celsa
37208,Lepida,-44,-36,Spanien,Hispania,Celsa
37210,Lepida,-44,-36,Spanien,Hispania,Celsa
37211,Celsa,-63,14,Spanien,Hispania,Celsa
37212,Celsa,-63,14,Spanien,Hispania,Celsa
37213,Ainos,-380,-377,Türkei,Thrakien,Ainos
37214,Celsa,-63,14,Spanien,Hispania,Celsa
37216,Ainos,-382,-379,Türkei,Thrakien,Ainos
37220,Ainos,-382,-379,Türkei,Thrakien,Ainos
37222,Ainos,-382,-379,Türkei,Thrakien,Ainos
37223,Ainos,-405,-402,Türkei,Thrakien,Ainos
37224,Ainos,-402,-399,Türkei,Thrakien,Ainos
37225,Ainos,-357,-341,Türkei,Thrakien,Ainos
37255,Sestos,37,68,Türkei,Thrakien,Sestos
37259,Sestos,37,68,Türkei,Thrakien,Sestos
37260,Ainos,-357,-341,Türkei,Thrakien,Ainos
37262,Sestos,37,68,Türkei,Thrakien,Sestos
37265,Sestos,9,79,Türkei,Thrakien,Sestos
37271,Sestos,9,79,Türkei,Thrakien,Sestos
37277,Sestos,9,79,Türkei,Thrakien,Sestos
37282,Ainos,-357,-341,Türkei,Thrakien,Ainos
37286,Ainos,-357,-341,Türkei,Thrakien,Ainos
37290,Perinthos,-10,54,Türkei,Thrakien,Perinthos (Herakleia)
37294,Ercavica,-63,14,Spanien,Hispania,Ercavica
37297,Ercavica,-63,14,Spanien,Hispania,Ercavica
37298,Ainos,-357,-341,Türkei,Thrakien,Ainos
37299,Ercavica,-63,14,Spanien,Hispania,Ercavica
37301,Ercavica,-63,14,Spanien,Hispania,Ercavica
37302,Ercavica,-63,14,Spanien,Hispania,Ercavica
37303,Ainos,-357,-341,Türkei,Thrakien,Ainos
37304,Ercavica,-63,14,Spanien,Hispania,Ercavica
37307,Clovnioq,-72,-27,Spanien,Hispania,Clunia
37309,Clovnioq,-72,-27,Spanien,Hispania,Clunia
37310,Clovnioq,-72,-27,Spanien,Hispania,Clunia
37320,Perinthos,-10,54,Türkei,Thrakien,Perinthos (Herakleia)
37344,Perinthos,37,68,Türkei,Thrakien,Perinthos (Herakleia)
37346,Perinthos,37,68,Türkei,Thrakien,Perinthos (Herakleia)
37349,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37351,Perinthos,37,68,Türkei,Thrakien,Perinthos (Herakleia)
37353,Perinthos,37,68,Türkei,Thrakien,Perinthos (Herakleia)
37356,Perinthos,39,62,Türkei,Thrakien,Perinthos (Herakleia)
37358,Perinthos,39,62,Türkei,Thrakien,Perinthos (Herakleia)
37359,Perinthos,30,65,Türkei,Thrakien,Perinthos (Herakleia)
37360,Perinthos,30,65,Türkei,Thrakien,Perinthos (Herakleia)
37361,Perinthos,30,65,Türkei,Thrakien,Perinthos (Herakleia)
37362,Perinthos,51,96,Türkei,Thrakien,Perinthos (Herakleia)
37368,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37379,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37387,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37394,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37400,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37411,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37432,Perinthos,51,96,Türkei,Thrakien,Perinthos (Herakleia)
37435,Perinthos,51,96,Türkei,Thrakien,Perinthos (Herakleia)
37436,Perinthos,51,96,Türkei,Thrakien,Perinthos (Herakleia)
37437,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37438,Perinthos,51,96,Türkei,Thrakien,Perinthos (Herakleia)
37439,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37440,Ebora,-63,14,Portugal,Lusitania,Évora
37441,Ebora,-63,14,Portugal,Lusitania,Évora
37442,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37443,Ebora,-63,14,Portugal,Lusitania,Évora
37444,Ebora,-63,14,Portugal,Lusitania,Évora
37445,Ebora,-63,14,Portugal,Lusitania,Évora
37446,Ebora,-63,14,Portugal,Lusitania,Évora
37447,Acci,-63,14,Spanien,Hispania,Guadix (Acci)
37448,Maroneia,37,68,Griechenland,Thrakien,Maroneia
37449,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37450,Acci,-63,14,Spanien,Hispania,Guadix (Acci)
37451,Acci,-63,14,Spanien,Hispania,Guadix (Acci)
37453,Acci,-63,14,Spanien,Hispania,Guadix (Acci)
37454,Acci,-63,14,Spanien,Hispania,Guadix (Acci)
37455,Acci,-63,14,Spanien,Hispania,Guadix (Acci)
37456,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37459,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37472,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37473,Tarraco,-20,4,Spanien,Hispania,Tarragona (Tarraco)
37481,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37485,Tarraco,-20,4,Spanien,Hispania,Tarragona (Tarraco)
37488,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37490,Tarraco,-63,14,Spanien,Hispania,Tarragona (Tarraco)
37492,Tarraco,-63,14,Spanien,Hispania,Tarragona (Tarraco)
37496,Tarraco,-63,14,Spanien,Hispania,Tarragona (Tarraco)
37497,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37499,Tarraco,-63,14,Spanien,Hispania,Tarragona (Tarraco)
37502,Tarraco,-63,14,Spanien,Hispania,Tarragona (Tarraco)
37506,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37513,Abdera,-475,-450,Griechenland,Thrakien,Abdera
37527,Hispania ulterior,-44,-27,Spanien,,
37528,Maroneia,188,217,Griechenland,Thrakien,Maroneia
37530,Hispania ulterior,-44,-27,Spanien,,
37531,Hispania ulterior,-44,-27,Spanien,,
37532,Hispania ulterior,-44,-27,Spanien,,
37611,Hadrianus,76,138,Italien,Italia,Rom
37613,Hadrianus,76,138,Italien,Italia,Rom
37614,Antoninus Pius,86,161,Italien,Italia,Rom
37616,Severus Alexander,208,235,Italien,Italia,Rom
37617,Severus Alexander,208,235,Italien,Italia,Rom
37618,Severus Alexander,208,235,Italien,Italia,Rom
37620,Severus Alexander,208,235,Italien,Italia,Rom
37624,Severus Alexander,208,235,Italien,Italia,Rom
37627,Severus Alexander,208,235,Italien,Italia,Rom
37629,Severus Alexander,208,235,Italien,Italia,Rom
37646,Segovia,-63,14,Spanien,Hispania,Segovia
37648,Segovia,-63,14,Spanien,Hispania,Segovia
37680,Maroneia,188,217,Griechenland,Thrakien,Maroneia
37681,Maroneia,206,253,Griechenland,Thrakien,Maroneia
37682,Maroneia,206,253,Griechenland,Thrakien,Maroneia
37683,Maroneia,206,253,Griechenland,Thrakien,Maroneia
37729,Ariminum (Rimini),-268,-225,Italien,Emilia-Romagna,Ariminum-Rimini
37733,Ariminum (Rimini),-268,-225,Italien,Emilia-Romagna,Ariminum-Rimini
37735,Ariminum (Rimini),-268,-225,Italien,Emilia-Romagna,Ariminum-Rimini
37736,Ariminum (Rimini),-268,-225,Italien,Emilia-Romagna,Ariminum-Rimini
37739,Ariminum (Rimini),-268,-225,Italien,Emilia-Romagna,Ariminum-Rimini
37740,Ariminum (Rimini),-268,-225,Italien,Emilia-Romagna,Ariminum-Rimini
37741,Ariminum (Rimini),-268,-225,Italien,Emilia-Romagna,Ariminum-Rimini
37743,Ariminum (Rimini),-268,-225,Italien,Emilia-Romagna,Ariminum-Rimini
37753,Divus Pertinax,126,193,Italien,Italia,Rom
37757,Maroneia,206,253,Griechenland,Thrakien,Maroneia
37758,Maroneia,230,253,Griechenland,Thrakien,Maroneia
37759,Maroneia,230,253,Griechenland,Thrakien,Maroneia
37761,Maroneia,230,253,Griechenland,Thrakien,Maroneia
37776,USA: 1999 Pennsylvania,1732,1799,Vereinigte Staaten von Amerika,Colorado,Denver
37783,USA: 1999 New Jersey,1732,1799,Vereinigte Staaten von Amerika,Colorado,Denver
37790,USA: 1999 Georgia,1732,1799,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia
37791,Mauretanien: Iuba II.,-50,23,Algerien,Mauretanien,Caesarea (Iol)
37794,Mauretanien: Iuba II.,-50,23,Algerien,Mauretanien,Caesarea (Iol)
37795,USA: 1999 Conneticut,1732,1799,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia
37802,Maine: Grafschaft,1015,1036,Frankreich,,
37803,USA: 2000 Massachusetts,1732,1799,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia
37805,Normandie: Herzogtum,935,996,Frankreich,Seine-Maritime,Rouen
37808,Besançon: Erzbistum,1085,1100,Frankreich,Doubs,Besançon
37809,Frankreich: Ludwig IV.,920,954,Frankreich,Indre-et-Loire,Chinon
37810,Frankreich: Lothar,941,986,Frankreich,Saône-et-Loire,Chalon-sur-Saône
37812,Angoulême: Grafschaft,975,1200,Frankreich,Charente,Angoulême
37814,Tours und Chinon: Grafschaft,941,978,Frankreich,Indre-et-Loire,Chinon
37815,England: Ecgberht II. von Kent,765,780,Großbritannien,Kent,Canterbury
37817,Kirchenstaat: Hadrian I.,772,795,Vatikan,,Rom
37818,Kirchenstaat: Johannes VIII. und Kaiser Karl,839,888,Vatikan,,Rom
37820,Italien: Berengar I.,840,924,Italien,Lombardei,Mailand
37821,Irland: Sihtric III.,995,1020,Irland,,Dublin
37822,Haithabu,900,1000,Deutschland,Schleswig-Holstein,Haithabu
37824,Haithabu,975,1000,Deutschland,Schleswig-Holstein,Haithabu
37825,Skandinavien: Nachahmung,995,1005,Schweden,Uppland,Sigtuna
37826,Schweden: Olaf Skötkonung,980,1022,Schweden,Uppland,Sigtuna
37827,Schweden: Anund Jakob,1022,1050,Schweden,Uppland,Sigtuna
37833,Mauretanien: Iuba II.,-50,23,Algerien,Mauretanien,Caesarea (Iol)
37835,Mauretanien: Iuba II.,-50,23,Algerien,Mauretanien,Caesarea (Iol)
37837,Dänemark: Knut der Große,1018,1035,Schweden,Schonen,Lund
